Time,GeneralEvent,Forehead_Acc_X,Forehead_Acc_Y,Forehead_Acc_Z,Forehead_Gyr_X,Forehead_Gyr_Y,Forehead_Gyr_Z
164.28 sec,Walk,-1.192839,-9.988179,0.649272,-0.577745,-0.020908,0.717564
164.29 sec,Walk,-1.835266,-10.209017,0.237221,-0.658447,-0.078338,0.644525
164.3 sec,Walk,-1.991577,-10.432814,-0.044932,-0.685961,-0.157118,0.546522
164.31 sec,Walk,-1.809568,-10.662707,-0.206316,-0.651093,-0.214131,0.44489
164.32 sec,Walk,-1.533283,-10.685754,-0.246788,-0.566842,-0.24647,0.344564
164.33 sec,Walk,-1.15244,-10.538278,-0.265492,-0.442602,-0.259645,0.238545
164.34 sec,Walk,-0.818585,-10.020607,-0.213705,-0.318772,-0.270074,0.120001
164.35 sec,Walk,-0.449905,-9.427659,-0.154972,-0.210432,-0.274583,0.007804
164.36 sec,Walk,-0.091007,-8.939537,-0.016593,-0.127255,-0.279981,-0.087967
164.37 sec,Walk,0.264552,-8.392395,0.058928,-0.058386,-0.272606,-0.165565
164.38 sec,Walk,0.555874,-7.823055,0.16692,-0.022646,-0.261829,-0.215914
164.39 sec,Walk,0.795507,-7.36235,0.251102,-0.014019,-0.235353,-0.242694
164.4 sec,Walk,0.891687,-7.107042,0.329624,-0.032411,-0.2151,-0.256147
164.41 sec,Walk,0.900006,-7.130791,0.538215,-0.060904,-0.201861,-0.261147
164.42 sec,Walk,0.796028,-7.395093,0.707475,-0.081637,-0.207481,-0.275291
164.43 sec,Walk,0.856436,-7.713763,0.921119,-0.086085,-0.228343,-0.278078
164.44 sec,Walk,0.888284,-7.973572,1.103872,-0.073979,-0.246169,-0.268474
164.45 sec,Walk,1.010175,-8.227176,1.266026,-0.065836,-0.262402,-0.248541
164.46 sec,Walk,1.118858,-8.382488,1.376281,-0.040269,-0.265943,-0.208642
164.47 sec,Walk,1.142172,-8.498426,1.434388,-0.014943,-0.260507,-0.165698
164.48 sec,Walk,1.112014,-8.595085,1.486832,0.003798,-0.25498,-0.123079
164.49 sec,Walk,1.021948,-8.633229,1.437909,0.015202,-0.249816,-0.083792
164.5 sec,Walk,0.850344,-8.711509,1.416421,0.013475,-0.236706,-0.046684
164.51 sec,Walk,0.700473,-8.920833,1.452301,0.010149,-0.233617,-0.020268
164.52 sec,Walk,0.606392,-8.986451,1.469208,0.012356,-0.223366,0.000162
164.53 sec,Walk,0.514744,-9.006284,1.411417,0.005108,-0.216042,0.018323
164.54 sec,Walk,0.417652,-9.163622,1.427702,-0.011254,-0.202309,0.032185
164.55 sec,Walk,0.398295,-9.222371,1.309529,-0.012466,-0.18358,0.041682
164.56 sec,Walk,0.362165,-9.000445,1.139917,-0.016324,-0.165063,0.046866
164.57 sec,Walk,0.308305,-8.889169,0.868829,-0.040058,-0.147599,0.030341
164.58 sec,Walk,0.260091,-8.934565,0.643141,-0.061512,-0.129991,0.001776
164.59 sec,Walk,0.292407,-9.05168,0.510329,-0.083117,-0.124118,-0.035767
164.6 sec,Walk,0.335716,-9.338645,0.453701,-0.109364,-0.116975,-0.080747
164.61 sec,Walk,0.437091,-9.749339,0.431733,-0.125627,-0.09751,-0.117376
164.62 sec,Walk,0.482873,-10.16013,0.412598,-0.134688,-0.06996,-0.145784
164.63 sec,Walk,0.507464,-10.492176,0.35276,-0.121082,-0.039666,-0.156816
164.64 sec,Walk,0.479346,-10.759958,0.364165,-0.091914,0.005081,-0.166161
164.65 sec,Walk,0.42499,-10.935866,0.307854,-0.045435,0.044322,-0.165077
164.66 sec,Walk,0.336649,-11.021795,0.335945,0.010867,0.092095,-0.166324
164.67 sec,Walk,0.21132,-11.134843,0.399877,0.067457,0.125651,-0.164609
164.68 sec,Walk,0.109389,-11.19598,0.527947,0.136377,0.149472,-0.155326
164.69 sec,Walk,0.078106,-10.941982,0.638673,0.208954,0.174171,-0.145309
164.7 sec,Walk,0.10765,-10.66026,0.797667,0.250932,0.184573,-0.138561
164.71 sec,Walk,0.343762,-10.556103,1.016682,0.270068,0.19447,-0.138132
164.72 sec,Walk,0.635405,-10.41642,1.338758,0.254789,0.212631,-0.131978
164.73 sec,Walk,0.852764,-11.072788,1.788447,0.196177,0.239005,-0.123228
164.74 sec,Walk,1.274375,-11.527631,1.856158,0.22499,0.28619,-0.098417
164.75 sec,Walk,1.511919,-10.811891,1.780966,0.258539,0.355904,-0.054834
164.76 sec,Walk,1.388869,-10.600731,1.865888,0.213086,0.384825,-0.041504
164.77 sec,Walk,1.276009,-11.692567,2.210362,0.166803,0.36447,-0.074768
164.78 sec,Walk,1.496852,-12.574253,2.339101,0.226491,0.323786,-0.086121
164.79 sec,Walk,1.842382,-12.394317,2.366325,0.307284,0.304088,-0.052123
164.8 sec,Walk,1.899163,-12.081496,2.56098,0.312075,0.281027,-0.016631
164.81 sec,Walk,1.947767,-12.219896,2.395828,0.303662,0.244433,-0.013176
164.82 sec,Walk,2.128213,-10.949784,1.779262,0.34779,0.208878,-0.018695
164.83 sec,Walk,2.181597,-9.111112,1.190698,0.2962,0.129441,-0.087241
164.84 sec,Walk,2.441584,-8.320755,0.771904,0.176755,-0.014094,-0.218201
164.85 sec,Walk,3.025674,-8.347514,0.531994,0.075959,-0.167256,-0.376678
164.86 sec,Walk,3.753628,-8.433761,0.467182,0.007832,-0.294463,-0.512659
164.87 sec,Walk,4.650048,-8.584062,0.478743,-0.071413,-0.382097,-0.607577
164.88 sec,Walk,5.676884,-8.834433,0.423164,-0.155575,-0.404774,-0.644026
164.89 sec,Walk,6.561919,-9.194241,0.503705,-0.243745,-0.339918,-0.601443
164.9 sec,Walk,6.881946,-9.819469,0.596849,-0.302281,-0.216949,-0.494742
164.91 sec,Walk,6.656804,-10.323536,0.694678,-0.302566,-0.068596,-0.345181
164.92 sec,Walk,6.030875,-10.324499,0.754375,-0.258288,0.062699,-0.195892
164.93 sec,Walk,5.272894,-10.065633,0.697831,-0.214595,0.1589,-0.064678
164.94 sec,Walk,4.514078,-9.695034,0.656468,-0.167442,0.222408,0.048778
164.95 sec,Walk,3.783002,-9.18881,0.577675,-0.127127,0.265438,0.151953
164.96 sec,Walk,3.076741,-8.661073,0.562744,-0.102338,0.297007,0.239656
164.97 sec,Walk,2.396985,-8.136762,0.561503,-0.094123,0.311222,0.313367
164.98 sec,Walk,1.765225,-7.80338,0.515167,-0.102464,0.313187,0.358843
164.99 sec,Walk,1.225039,-7.440673,0.524528,-0.111529,0.296915,0.3726
165 sec,Walk,0.861574,-7.299681,0.579159,-0.128183,0.259665,0.356477
165.01 sec,Walk,0.660802,-7.311105,0.689891,-0.151257,0.218269,0.321194
165.02 sec,Walk,0.582054,-7.518372,0.806011,-0.167256,0.181166,0.275364
165.03 sec,Walk,0.678549,-7.789462,0.941645,-0.159447,0.150922,0.234819
165.04 sec,Walk,0.797497,-7.897152,1.012492,-0.129768,0.130123,0.194532
165.05 sec,Walk,1.002923,-7.864385,1.082463,-0.094182,0.114394,0.161781
165.06 sec,Walk,1.222013,-7.864029,1.160478,-0.065193,0.104019,0.138919
165.07 sec,Walk,1.42276,-7.851504,1.246759,-0.044122,0.097963,0.111756
165.08 sec,Walk,1.622589,-7.976086,1.409836,-0.030019,0.098267,0.091101
165.09 sec,Walk,1.800563,-8.062373,1.515988,-0.024356,0.098691,0.068764
165.1 sec,Walk,2.004683,-8.29126,1.600882,-0.025481,0.096244,0.040159
165.11 sec,Walk,2.199433,-8.487655,1.680582,-0.03247,0.092956,0.016097
165.12 sec,Walk,2.417542,-8.774443,1.722765,-0.026416,0.09902,0.005554
165.13 sec,Walk,2.634988,-8.793385,1.707203,-0.019432,0.114915,0.004209
165.14 sec,Walk,2.778084,-8.984814,1.699809,-0.024964,0.128729,0.017063
165.15 sec,Walk,2.960491,-8.998889,1.559005,-0.017915,0.148753,0.027911
165.16 sec,Walk,3.04531,-8.827326,1.405681,-0.015218,0.166256,0.044997
165.17 sec,Walk,3.06385,-8.79545,1.216909,-0.021014,0.171934,0.049825
165.18 sec,Walk,3.105353,-8.802041,1.085905,-0.028053,0.167565,0.043922
165.19 sec,Walk,3.207741,-9.048105,1.059095,-0.048556,0.154984,0.029147
165.2 sec,Walk,3.330563,-9.534871,1.099347,-0.056591,0.135515,0.011852
165.21 sec,Walk,3.555395,-10.031154,1.207218,-0.03919,0.118463,0.005681
165.22 sec,Walk,3.779223,-10.24649,1.227756,0.003935,0.109419,0.02249
165.23 sec,Walk,3.907939,-10.354456,1.317989,0.038856,0.123021,0.052459
165.24 sec,Walk,4.038168,-10.351988,1.290251,0.075009,0.132217,0.086395
165.25 sec,Walk,4.074553,-10.320844,1.299224,0.099506,0.148681,0.11773
165.26 sec,Walk,4.019665,-10.365112,1.264601,0.131239,0.168117,0.148829
165.27 sec,Walk,3.886355,-10.236263,1.100735,0.164674,0.184525,0.175416
165.28 sec,Walk,3.694534,-10.227357,0.892117,0.186624,0.196589,0.198482
165.29 sec,Walk,3.392564,-10.240674,0.770669,0.209413,0.192077,0.213459
165.3 sec,Walk,2.979207,-10.67256,0.780437,0.211817,0.176665,0.221276
165.31 sec,Walk,2.649424,-11.465863,0.870465,0.243919,0.138793,0.236731
165.32 sec,Walk,2.223185,-12.183375,1.236494,0.27791,0.084901,0.240593
165.33 sec,Walk,1.882785,-13.50803,1.632188,0.352694,-0.002499,0.22981
165.34 sec,Walk,2.132245,-13.686031,1.621735,0.536508,-0.070995,0.253535
165.35 sec,Walk,2.56043,-12.207362,1.520498,0.678261,-0.092444,0.309297
165.36 sec,Walk,2.685735,-11.294662,1.66076,0.672754,-0.084883,0.347022
165.37 sec,Walk,2.725475,-11.100063,1.656749,0.652239,-0.047558,0.374255
165.38 sec,Walk,2.833067,-9.833917,1.571498,0.613359,0.027934,0.423922
165.39 sec,Walk,2.764134,-8.794752,1.459168,0.436441,0.147973,0.477344
165.4 sec,Walk,2.420443,-8.55064,1.286658,0.212374,0.289044,0.546905
165.41 sec,Walk,1.626258,-8.708457,1.280434,-0.01597,0.429167,0.610705
165.42 sec,Walk,0.795233,-9.308826,1.168813,-0.215091,0.526746,0.644763
165.43 sec,Walk,-0.013173,-9.624134,0.835904,-0.355732,0.592633,0.648276
165.44 sec,Walk,-0.670256,-9.42362,0.351039,-0.483521,0.613692,0.628512
165.45 sec,Walk,-1.415829,-9.475565,-0.159064,-0.617658,0.590256,0.560252
165.46 sec,Walk,-1.949627,-10.020458,-0.477051,-0.727028,0.499198,0.446168
165.47 sec,Walk,-2.005254,-10.698909,-0.727067,-0.754125,0.375608,0.323178
165.48 sec,Walk,-1.641545,-10.933262,-0.881481,-0.711048,0.258633,0.196492
165.49 sec,Walk,-1.155182,-10.887234,-0.91201,-0.648355,0.151962,0.08195
165.5 sec,Walk,-0.619611,-10.98302,-0.853921,-0.567281,0.068791,-0.012836
165.51 sec,Walk,-0.046976,-10.860399,-0.694111,-0.455707,0.010403,-0.086627
165.52 sec,Walk,0.464793,-10.526508,-0.550171,-0.33887,-0.024035,-0.131716
165.53 sec,Walk,0.944457,-10.047654,-0.334405,-0.221877,-0.03994,-0.149395
165.54 sec,Walk,1.306414,-9.372748,-0.162834,-0.110851,-0.029408,-0.141714
165.55 sec,Walk,1.527153,-8.70322,-0.029599,-0.039575,-0.000795,-0.119486
165.56 sec,Walk,1.631481,-8.099782,0.09449,0.017491,0.041803,-0.089377
165.57 sec,Walk,1.61738,-7.575992,0.238326,0.038001,0.085019,-0.053373
165.58 sec,Walk,1.451018,-7.254155,0.364822,0.034695,0.126524,-0.029516
165.59 sec,Walk,1.132809,-7.173233,0.455726,0.016989,0.152326,-0.024912
165.6 sec,Walk,0.851478,-7.133654,0.567348,-0.004401,0.160595,-0.040972
165.61 sec,Walk,0.638808,-7.195173,0.620454,-0.033385,0.15082,-0.060609
165.62 sec,Walk,0.481792,-7.21355,0.636558,-0.055978,0.136639,-0.093556
165.63 sec,Walk,0.359601,-7.364615,0.672405,-0.087274,0.116628,-0.119119
165.64 sec,Walk,0.39306,-7.791482,0.770901,-0.099276,0.093457,-0.130822
165.65 sec,Walk,0.434262,-8.329448,0.841776,-0.077806,0.091294,-0.125602
165.66 sec,Walk,0.429481,-8.57752,0.883,-0.026523,0.099549,-0.095981
165.67 sec,Walk,0.437646,-8.714836,0.919494,0.02107,0.112142,-0.06657
165.68 sec,Walk,0.359137,-8.711266,0.955822,0.049657,0.123403,-0.030637
165.69 sec,Walk,0.25158,-8.837377,1.012238,0.05477,0.136649,-0.012624
165.7 sec,Walk,0.137978,-8.942846,0.983598,0.062282,0.144989,0.009199
165.71 sec,Walk,-0.001623,-8.949179,0.938262,0.062837,0.155448,0.013746
165.72 sec,Walk,-0.07595,-8.892518,0.849368,0.071711,0.152649,0.012944
165.73 sec,Walk,-0.149704,-8.724252,0.675562,0.067431,0.150236,0.010821
165.74 sec,Walk,-0.188113,-8.682985,0.656514,0.041705,0.154964,0.004092
165.75 sec,Walk,-0.185314,-8.989116,0.551029,0.0199,0.162093,0.007735
165.76 sec,Walk,-0.200484,-9.236966,0.597905,0.005328,0.174257,0.006078
165.77 sec,Walk,-0.216809,-9.635601,0.71154,-0.020436,0.189055,0.000702
165.78 sec,Walk,-0.314536,-10.246865,0.858385,-0.043046,0.205435,-0.008705
165.79 sec,Walk,-0.402267,-10.740645,0.941164,-0.028533,0.220507,-0.018449
165.8 sec,Walk,-0.48368,-10.992372,0.95765,-0.00239,0.232931,-0.03264
165.81 sec,Walk,-0.562717,-11.16587,1.009585,0.032373,0.237345,-0.049828
165.82 sec,Walk,-0.591425,-11.243594,1.128946,0.077179,0.234757,-0.062228
165.83 sec,Walk,-0.52729,-11.245168,1.144416,0.133326,0.233521,-0.066632
165.84 sec,Walk,-0.450811,-11.148639,1.189162,0.190275,0.235198,-0.071578
165.85 sec,Walk,-0.274172,-10.71532,1.162477,0.227544,0.237421,-0.078658
165.86 sec,Walk,-0.011483,-10.455131,1.448991,0.211626,0.231659,-0.099686
165.87 sec,Walk,0.23742,-11.1921,1.831198,0.166235,0.23312,-0.13763
165.88 sec,Walk,0.65719,-11.574449,1.947119,0.196729,0.262975,-0.147132
165.89 sec,Walk,1.058576,-11.00135,1.964528,0.214717,0.316668,-0.144683
165.9 sec,Walk,1.309771,-10.663548,2.076074,0.183165,0.363442,-0.144187
165.91 sec,Walk,1.442388,-11.110278,2.399983,0.130767,0.403526,-0.151218
165.92 sec,Walk,1.690523,-11.691879,2.535045,0.133548,0.448987,-0.146775
165.93 sec,Walk,1.813632,-11.500424,2.517918,0.156551,0.505724,-0.111084
165.94 sec,Walk,1.707078,-11.230175,2.634238,0.12231,0.539411,-0.088446
165.95 sec,Walk,1.482357,-11.89316,2.605031,0.082704,0.539643,-0.096384
165.96 sec,Walk,1.607599,-11.052067,1.96265,0.13751,0.52351,-0.104068
165.97 sec,Walk,1.621158,-9.066684,1.284013,0.11155,0.466082,-0.172862
165.98 sec,Walk,1.797495,-8.432949,0.816985,-0.011919,0.345704,-0.297309
165.99 sec,Walk,2.2009,-8.978186,0.600951,-0.090793,0.205236,-0.424632
166 sec,Walk,2.763541,-9.322026,0.515606,-0.096946,0.091812,-0.511165
166.01 sec,Walk,3.300614,-9.330201,0.551438,-0.117477,-0.004167,-0.570153
166.02 sec,Walk,4.003406,-9.613098,0.512261,-0.144261,-0.062552,-0.593272
166.03 sec,Walk,4.738661,-9.684294,0.609605,-0.173032,-0.085695,-0.577383
166.04 sec,Walk,5.2481,-9.881839,0.730007,-0.216782,-0.0501,-0.536868
166.05 sec,Walk,5.55094,-10.081223,0.856689,-0.244603,0.017226,-0.457084
166.06 sec,Walk,5.529197,-10.13329,0.927572,-0.267878,0.108363,-0.362842
166.07 sec,Walk,5.306673,-10.208708,0.929941,-0.283603,0.198737,-0.269264
166.08 sec,Walk,5.000651,-9.965747,0.834134,-0.289402,0.28358,-0.172447
166.09 sec,Walk,4.598024,-9.527533,0.680806,-0.314255,0.362916,-0.088717
166.1 sec,Walk,4.134435,-9.224632,0.502144,-0.336547,0.431611,-0.014496
166.11 sec,Walk,3.580714,-9.038017,0.429978,-0.366658,0.480234,0.035172
166.12 sec,Walk,3.047649,-8.90365,0.335415,-0.36604,0.512174,0.083235
166.13 sec,Walk,2.538504,-8.631314,0.245675,-0.350809,0.529516,0.106761
166.14 sec,Walk,2.102954,-8.307214,0.304182,-0.325636,0.52271,0.117359
166.15 sec,Walk,1.765701,-8.051302,0.329078,-0.306362,0.505327,0.112544
166.16 sec,Walk,1.539564,-7.867591,0.474756,-0.285655,0.477168,0.102862
166.17 sec,Walk,1.374223,-7.766218,0.57482,-0.270945,0.446574,0.08759
166.18 sec,Walk,1.305758,-7.794721,0.71055,-0.254774,0.41561,0.072173
166.19 sec,Walk,1.313534,-7.788406,0.819959,-0.231945,0.384875,0.059303
166.2 sec,Walk,1.40481,-7.832718,0.923994,-0.212485,0.363891,0.051576
166.21 sec,Walk,1.533833,-7.755388,0.939742,-0.191731,0.352672,0.047053
166.22 sec,Walk,1.680192,-7.652226,0.973542,-0.179656,0.34631,0.037668
166.23 sec,Walk,1.766704,-7.702707,1.059239,-0.189253,0.343735,0.02457
166.24 sec,Walk,1.955158,-7.94808,1.015662,-0.187843,0.346184,0.011505
166.25 sec,Walk,2.029524,-8.106387,1.028164,-0.180862,0.350692,0.000946
166.26 sec,Walk,2.21151,-8.274512,1.021357,-0.172156,0.356079,-0.011443
166.27 sec,Walk,2.342802,-8.427998,0.972268,-0.160663,0.357339,-0.013815
166.28 sec,Walk,2.537916,-8.575211,0.961732,-0.146268,0.353556,-0.023662
166.29 sec,Walk,2.64896,-8.859491,0.925189,-0.130252,0.352659,-0.02121
166.3 sec,Walk,2.770053,-8.844651,0.921921,-0.106746,0.350936,0.001675
166.31 sec,Walk,2.822398,-8.841242,0.859701,-0.099872,0.348241,0.01938
166.32 sec,Walk,2.870863,-8.891246,0.810617,-0.096987,0.337007,0.036896
166.33 sec,Walk,2.899053,-8.976769,0.798518,-0.096336,0.325316,0.046598
166.34 sec,Walk,2.910906,-9.241361,0.929664,-0.110094,0.296582,0.054619
166.35 sec,Walk,2.936576,-9.817336,1.125239,-0.110725,0.265864,0.050892
166.36 sec,Walk,3.040424,-10.257176,1.250692,-0.085314,0.240551,0.05771
166.37 sec,Walk,3.19762,-10.365905,1.321785,-0.038322,0.220905,0.080149
166.38 sec,Walk,3.384855,-10.275611,1.348181,0.002824,0.222822,0.120888
166.39 sec,Walk,3.473808,-10.247339,1.38308,0.029183,0.240254,0.163653
166.4 sec,Walk,3.456668,-10.343703,1.491192,0.054296,0.266411,0.197426
166.41 sec,Walk,3.444858,-10.464189,1.455108,0.088305,0.297077,0.223848
166.42 sec,Walk,3.482328,-10.355884,1.314283,0.121262,0.335668,0.2478
166.43 sec,Walk,3.277945,-10.270407,1.296027,0.129196,0.378135,0.259766
166.44 sec,Walk,2.787746,-10.919435,1.307282,0.113179,0.401929,0.248119
166.45 sec,Walk,2.381036,-11.568772,1.381568,0.150248,0.404956,0.230419
166.46 sec,Walk,1.793579,-12.320508,1.709772,0.163605,0.382802,0.20105
166.47 sec,Walk,1.464972,-13.342037,1.786319,0.220777,0.336624,0.158647
166.48 sec,Walk,1.446994,-13.145323,1.607102,0.357065,0.293797,0.146583
166.49 sec,Walk,1.430688,-12.088345,1.493087,0.427091,0.238011,0.134197
166.5 sec,Walk,1.524393,-11.819746,1.469181,0.41543,0.18382,0.111786
166.51 sec,Walk,1.698866,-11.925462,1.4706,0.416797,0.158589,0.129955
166.52 sec,Walk,1.894484,-11.192482,1.139128,0.440286,0.157173,0.169881
166.53 sec,Walk,2.086159,-9.701136,0.813009,0.364279,0.196952,0.236021
166.54 sec,Walk,2.129902,-9.070604,0.522042,0.155406,0.270777,0.307451
166.55 sec,Walk,2.040179,-9.275122,0.109502,-0.027805,0.370685,0.387085
166.56 sec,Walk,1.807044,-9.465997,-0.276636,-0.156704,0.486271,0.451847
166.57 sec,Walk,1.471029,-9.79855,-0.575238,-0.246159,0.589865,0.49183
166.58 sec,Walk,1.063288,-9.972765,-0.93858,-0.289956,0.676133,0.494848
166.59 sec,Walk,0.583616,-10.20122,-1.186778,-0.31799,0.731593,0.460122
166.6 sec,Walk,0.173848,-10.409635,-1.354012,-0.331277,0.746696,0.409677
166.61 sec,Walk,-0.102498,-10.882915,-1.303117,-0.331177,0.738431,0.334611
166.62 sec,Walk,-0.184006,-11.257005,-1.296308,-0.284104,0.7152,0.257544
166.63 sec,Walk,-0.227231,-11.242598,-1.250175,-0.209656,0.686412,0.179236
166.64 sec,Walk,-0.235428,-11.173247,-1.034895,-0.132755,0.639853,0.093393
166.65 sec,Walk,-0.114703,-11.023459,-0.862419,-0.048025,0.592095,0.00444
166.66 sec,Walk,0.041284,-10.781879,-0.60043,0.050515,0.541565,-0.071177
166.67 sec,Walk,0.183668,-10.365169,-0.414714,0.142152,0.504183,-0.13689
166.68 sec,Walk,0.36914,-9.840759,-0.17101,0.222938,0.468013,-0.181582
166.69 sec,Walk,0.603712,-9.284654,0.094638,0.283099,0.442752,-0.217823
166.7 sec,Walk,0.773101,-8.700647,0.285571,0.323345,0.426107,-0.235766
166.71 sec,Walk,0.946129,-8.142247,0.50791,0.343033,0.41628,-0.238568
166.72 sec,Walk,1.157791,-7.659328,0.670017,0.340528,0.418516,-0.22705
166.73 sec,Walk,1.284952,-7.341053,0.797054,0.318723,0.441239,-0.216854
166.74 sec,Walk,1.330003,-7.177072,0.935837,0.275764,0.459351,-0.193782
166.75 sec,Walk,1.320645,-7.368279,0.98413,0.234825,0.493873,-0.176074
166.76 sec,Walk,1.240856,-7.645073,1.103995,0.213386,0.52437,-0.154192
166.77 sec,Walk,1.083854,-7.936321,1.07715,0.213535,0.560557,-0.148478
166.78 sec,Walk,0.909445,-8.123294,1.049553,0.232894,0.580386,-0.148044
166.79 sec,Walk,0.72981,-8.265673,1.06175,0.261617,0.59363,-0.151146
166.8 sec,Walk,0.558608,-8.349883,1.084687,0.279735,0.603185,-0.158931
166.81 sec,Walk,0.413738,-8.468211,1.167417,0.30048,0.605028,-0.170364
166.82 sec,Walk,0.265424,-8.474791,1.195409,0.311062,0.605605,-0.178821
166.83 sec,Walk,0.169607,-8.469894,1.296386,0.315483,0.597348,-0.183214
166.84 sec,Walk,0.108816,-8.471426,1.348636,0.313591,0.5894,-0.187996
166.85 sec,Walk,-0.030047,-8.433109,1.334875,0.306333,0.584432,-0.195114
166.86 sec,Walk,-0.174606,-8.454403,1.308726,0.285262,0.565898,-0.203026
166.87 sec,Walk,-0.281667,-8.575054,1.232244,0.254068,0.541006,-0.209299
166.88 sec,Walk,-0.41409,-8.833267,1.266348,0.231104,0.508324,-0.206078
166.89 sec,Walk,-0.430458,-8.955937,1.19108,0.222062,0.475517,-0.195495
166.9 sec,Walk,-0.343638,-8.883318,1.092197,0.226809,0.443075,-0.174308
166.91 sec,Walk,-0.185939,-8.731924,1.026456,0.206221,0.42359,-0.150396
166.92 sec,Walk,-0.118221,-8.768794,1.058752,0.181898,0.408958,-0.122681
166.93 sec,Walk,-0.039423,-8.774341,1.004607,0.152187,0.413515,-0.096416
166.94 sec,Walk,-0.0525,-8.961464,1.070383,0.109759,0.415504,-0.08229
166.95 sec,Walk,-0.024294,-9.28438,1.202474,0.066851,0.424911,-0.074129
166.96 sec,Walk,-0.04415,-9.725275,1.336808,0.036299,0.440807,-0.073855
166.97 sec,Walk,0.009238,-10.082139,1.401047,0.036073,0.455497,-0.073869
166.98 sec,Walk,0.022583,-10.249113,1.507761,0.043729,0.475598,-0.088328
166.99 sec,Walk,0.04352,-10.557964,1.684604,0.050123,0.501125,-0.089023
167 sec,Walk,0.048923,-10.958784,1.813739,0.089718,0.527513,-0.079952
167.01 sec,Walk,0.106962,-11.012894,1.903099,0.15277,0.563531,-0.066277
167.02 sec,Walk,0.128033,-10.805632,1.967867,0.210238,0.591487,-0.05349
167.03 sec,Walk,0.117486,-10.545261,2.042636,0.23966,0.607072,-0.040323
167.04 sec,Walk,-0.021391,-10.715547,2.387514,0.229187,0.613825,-0.027181
167.05 sec,Walk,-0.038453,-11.096227,2.584558,0.245261,0.598696,-0.008135
167.06 sec,Walk,0.100782,-10.692294,2.718455,0.26789,0.582944,0.021546
167.07 sec,Walk,0.262721,-10.332763,2.869533,0.230167,0.552059,0.029591
167.08 sec,Walk,0.478661,-10.562216,3.161637,0.163765,0.51898,0.040573
167.09 sec,Walk,0.748799,-11.139201,3.597219,0.096857,0.481968,0.045252
167.1 sec,Walk,0.991733,-11.837874,3.806251,0.067444,0.467637,0.076027
167.11 sec,Walk,1.227401,-12.021874,3.850091,0.081705,0.473618,0.129454
167.12 sec,Walk,1.113921,-12.086307,4.028313,0.064619,0.4802,0.175344
167.13 sec,Walk,1.154458,-12.111686,3.570828,0.089485,0.475847,0.174928
167.14 sec,Walk,1.275098,-10.446318,2.783533,0.148207,0.443354,0.11476
167.15 sec,Walk,1.392131,-8.943319,2.172775,0.104618,0.350188,-0.032006
167.16 sec,Walk,1.756703,-8.678602,1.879839,0.023941,0.222311,-0.209214
167.17 sec,Walk,2.269879,-9.178348,1.915406,-0.017789,0.112125,-0.35705
167.18 sec,Walk,2.865101,-9.457929,2.047572,-0.02437,0.038162,-0.455497
167.19 sec,Walk,3.519747,-9.504049,2.113087,-0.038982,0.00677,-0.508513
167.2 sec,Walk,4.131412,-9.413081,2.044775,-0.074411,0.01339,-0.517489
167.21 sec,Walk,4.668512,-9.283071,2.052242,-0.126661,0.064023,-0.487538
167.22 sec,Walk,4.921162,-9.457603,2.123401,-0.202661,0.141204,-0.430465
167.23 sec,Walk,4.875722,-9.80407,2.131586,-0.242989,0.232012,-0.358369
167.24 sec,Walk,4.599567,-9.815873,2.008849,-0.248517,0.312645,-0.269972
167.25 sec,Walk,4.163774,-9.642975,1.871641,-0.258305,0.371408,-0.197273
167.26 sec,Walk,3.706833,-9.4944,1.736176,-0.268397,0.4074,-0.125056
167.27 sec,Walk,3.177283,-9.365128,1.587403,-0.278389,0.43414,-0.061381
167.28 sec,Walk,2.683932,-9.202726,1.459966,-0.284291,0.44633,-0.000189
167.29 sec,Walk,2.179782,-8.983917,1.283833,-0.285647,0.445439,0.058379
167.3 sec,Walk,1.750625,-8.838471,1.171923,-0.285267,0.430101,0.109118
167.31 sec,Walk,1.3795,-8.644157,1.05816,-0.275478,0.400537,0.145088
167.32 sec,Walk,1.060226,-8.47833,0.991427,-0.263674,0.371115,0.158633
167.33 sec,Walk,0.923774,-8.369026,0.98772,-0.252462,0.325499,0.155872
167.34 sec,Walk,0.86552,-8.334001,1.052395,-0.237265,0.285228,0.138515
167.35 sec,Walk,0.887629,-8.315032,1.195777,-0.220677,0.25881,0.118261
167.36 sec,Walk,0.981026,-8.320761,1.287765,-0.19957,0.244428,0.102369
167.37 sec,Walk,1.110496,-8.285996,1.432234,-0.173644,0.24538,0.07601
167.38 sec,Walk,1.262861,-8.185919,1.488148,-0.151206,0.254554,0.056368
167.39 sec,Walk,1.437825,-8.208647,1.66599,-0.143145,0.284098,0.033932
167.4 sec,Walk,1.494788,-8.248327,1.739525,-0.131534,0.318955,0.010039
167.41 sec,Walk,1.543232,-8.190043,1.837425,-0.12051,0.361241,-0.006456
167.42 sec,Walk,1.478037,-8.206803,1.873149,-0.120874,0.39045,-0.026888
167.43 sec,Walk,1.402645,-8.334655,1.910364,-0.117811,0.413599,-0.049336
167.44 sec,Walk,1.378026,-8.526016,1.953363,-0.106904,0.426481,-0.06938
167.45 sec,Walk,1.355773,-8.5406,1.97498,-0.087129,0.422327,-0.086237
167.46 sec,Walk,1.44608,-8.577005,1.932419,-0.063998,0.410157,-0.090361
